epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
108,18041.2,1.16429,0.71007,0.8969,0.59094,0.45694,0.45964,0.27517,1.28864,0.91743,0.95215,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,18207.4,1.16256,0.70828,0.89768,0.59315,0.45152,0.46013,0.27484,1.28842,0.91851,0.9519,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,18373,1.15958,0.70467,0.89493,0.58629,0.45569,0.45928,0.27433,1.28882,0.91886,0.95178,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,18538.7,1.1568,0.7057,0.89404,0.59309,0.45294,0.45973,0.2744,1.28795,0.91786,0.95126,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,18704.4,1.15289,0.69962,0.89525,0.57815,0.45818,0.45905,0.27459,1.28635,0.91825,0.95076,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,18869.7,1.15334,0.69903,0.89239,0.57877,0.45796,0.45908,0.27423,1.28594,0.91731,0.95047,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,19035.2,1.15439,0.69891,0.89379,0.5846,0.4587,0.45894,0.27456,1.28686,0.91953,0.95071,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,19201.3,1.1464,0.69328,0.89054,0.5802,0.46104,0.45847,0.27407,1.28699,0.91998,0.95124,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,19366.9,1.14972,0.69414,0.89179,0.58174,0.45951,0.45838,0.2742,1.28631,0.91982,0.9512,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,19532.3,1.14471,0.6913,0.89274,0.58145,0.46178,0.45893,0.27403,1.28624,0.91953,0.95113,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,19698.2,1.14676,0.68904,0.89189,0.58752,0.45726,0.45827,0.2744,1.28639,0.91986,0.95113,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,19864.5,1.14453,0.6895,0.89114,0.58257,0.46163,0.45954,0.27471,1.28628,0.92055,0.95107,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,20031,1.14526,0.68697,0.89013,0.58664,0.45841,0.45965,0.27478,1.28587,0.92128,0.95071,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,20196.2,1.13517,0.67993,0.88957,0.59429,0.45418,0.4594,0.27455,1.28689,0.92107,0.95087,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,20363.1,1.13845,0.68332,0.88905,0.5864,0.45666,0.45879,0.27453,1.2873,0.92137,0.95121,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,20529.1,1.14128,0.68104,0.89087,0.58714,0.45579,0.45839,0.2744,1.28727,0.92202,0.9511,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,20695.4,1.12976,0.67612,0.88827,0.59071,0.45296,0.45917,0.27464,1.28724,0.92327,0.95099,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,20861,1.13469,0.67685,0.88757,0.5932,0.45385,0.45917,0.27445,1.28737,0.92369,0.95086,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,21026.8,1.13098,0.67417,0.89033,0.595,0.45387,0.45858,0.27451,1.28826,0.92373,0.95116,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,21192,1.12669,0.67161,0.88755,0.59578,0.45327,0.45781,0.27394,1.2885,0.92502,0.95128,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,21358,1.12753,0.669,0.88615,0.59206,0.45563,0.45824,0.27439,1.28909,0.92705,0.95155,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,21523.7,1.12328,0.66655,0.88709,0.59034,0.45619,0.45736,0.27373,1.29009,0.92774,0.95201,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,21689.2,1.12392,0.66599,0.88679,0.58746,0.45703,0.45752,0.27336,1.29095,0.92925,0.95244,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,21855.6,1.13289,0.67131,0.88583,0.59039,0.45593,0.45664,0.27288,1.29114,0.92896,0.95261,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,22022.8,1.1225,0.66367,0.88486,0.59214,0.45404,0.45603,0.27282,1.29229,0.93029,0.95296,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
