epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
133,35001.3,0.57957,0.55898,0.54547,0.60596,0.45849,0.46643,0.27831,0.66823,0.71505,0.59705,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,35263.3,0.581,0.55852,0.54508,0.60532,0.45886,0.46623,0.27815,0.66812,0.71543,0.59697,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,35523.4,0.57868,0.55821,0.54532,0.60492,0.45878,0.46608,0.27788,0.66834,0.71543,0.59695,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,35786,0.57738,0.55501,0.54473,0.60705,0.45818,0.4656,0.27768,0.66834,0.71544,0.59699,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,36047.5,0.57437,0.55226,0.54502,0.60752,0.45816,0.46633,0.27801,0.66832,0.71558,0.59697,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,36309.9,0.57783,0.55497,0.54442,0.60304,0.46048,0.46634,0.27775,0.66841,0.71574,0.59697,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,36572.5,0.57487,0.55203,0.54447,0.60285,0.45956,0.46666,0.27778,0.66861,0.71568,0.59693,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,36834.6,0.57457,0.55203,0.54351,0.60497,0.46,0.46623,0.2779,0.66853,0.71586,0.59697,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,37096.7,0.57269,0.55056,0.54395,0.60093,0.46131,0.46662,0.27824,0.66832,0.71588,0.59691,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,37360.4,0.57273,0.54895,0.54338,0.59926,0.46201,0.46658,0.27788,0.66827,0.71577,0.59693,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,37622.8,0.56985,0.549,0.54361,0.59752,0.46357,0.46649,0.27769,0.66834,0.71603,0.5969,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,37884.1,0.572,0.54759,0.54348,0.60106,0.46346,0.46623,0.27769,0.66847,0.71596,0.59688,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,38145.7,0.5706,0.5473,0.54256,0.6021,0.4636,0.46633,0.27765,0.66846,0.71556,0.59681,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
